comment-en,comment-mg,sentiment
"basically you eaither like it or you dont, but you will never know until you try it...SO wot ru wating for get your copy now before they all sell out!!!!!!","Amin'ny ankapobeny, na tianao na tsy tianao, fa tsy ho fantatrao mihitsy raha tsy manandrana azy ... SO wot ru faingana ny maka ny kopiao dieny izao alohan'ny hamidy rehetra !!!!!!",1
"Regardless the era, the subject matter is relevant (Corporate crime).","Na inona na inona vanim-potoana, ny lohahevitra dia manan-danja (Corporate crime).",1
"But believe me, this is still not a reccomendation.","Fa minoa ahy, mbola tsy soso-kevitra izany.",0
"Square gave us the ever annoying ''Active Time Event'' (ATE) in this game to give us, the player, and opportunity to see the character interact outside of the party.","Ny Square dia nanome anay ny ''Active Time Event'' (ATE) mahasosotra antsika amin'ity lalao ity mba hanomezana anay, ny mpilalao, ary ny fahafahana hahita ny toetra mifandray ivelan'ny fety.",0
proves to be the mark of a first-rate filmmaker.,manaporofo fa mariky ny mpamokatra sarimihetsika voalohany.,1
Another flaw is the laughable and hideous voice acting.,Ny lesoka iray hafa dia ny feo mahatsikaiky sy maharikoriko.,0
Miserable to play throughout.,Mampalahelo ny milalao manerana.,0
They were extremely short and some were even useless...,Tena fohy izy ireo ary ny sasany aza tsy misy ilana azy...,0
The continuity alone is enough to drive the average viewer insane.,Ny fitohizana fotsiny dia ampy hahatonga ny salan'isa mpijery ho adala.,0
"The village still exists, of course, but you can only go shopping there: the shopkeepers are only “pictures”, not persons, and you can't move around in the shop.","Mbola misy ny tanàna, mazava ho azy, fa afaka miantsena any ihany ianao: ""sary"" fotsiny ny mpivarotra, fa tsy olona, ​​ary tsy afaka mivezivezy ao amin'ny fivarotana ianao.",0
Trust me...you want someone who DOES. To sum it up...Kathy saw the popularity in the Veena/Neena and Rania bellydance videos-and decided to jump on the bandwagon to make a few bucks.,Matokia ahy ... mila olona manao izany ianao. Raha fintinina...Hitan'i Kathy ny lazan'ny horonan-tsary Veena/Neena sy Rania bellydance-ary nanapa-kevitra ny hitsambikina amin'ny sarety mba hahazoana vola vitsivitsy.,0
I can create play lists in Windows Media Player on my desktop and when I connect the Treo using the USB cable my play lists are automatically synced to the storage card.,Afaka mamorona lisitry ny kilalao ao amin'ny Windows Media Player eo amin'ny biraoko aho ary rehefa mampifandray ny Treo amin'ny alàlan'ny tariby USB dia alefa ho azy amin'ny karatra fitahirizana ny lisitry ny kilalao.,1
Water? Yes. Water. I guess no one wanted to do any research and look for compounds that don't dilute quickly and become ineffective in water.,Rano? Eny. Rano. Heveriko fa tsy nisy olona te hanao fikarohana sy hitady kapoaky ny tsy levona haingana sy tsy mahomby amin'ny rano.,0
"Well, simply learning how to adjust a few menu options in the FZ30 and learning when and how to use the appropriate accessories will get you almost the same results with the FZ30 a $500.00 camera as with a $5000. camera.","Eny ary, mianatra fotsiny ny fomba hanitsiana safidy sakafo vitsivitsy ao amin'ny FZ30 sy ny fianarana ny fotoana sy ny fomba fampiasana ny kojakoja mety dia hahazo vokatra saika mitovy amin'ny fakan-tsary FZ30 amin'ny $500.00 toy ny amin'ny $5000. fakan-tsary.",1
"The Bottom Line: Buy this camera, and if you haven't taken a decent picture before, this will make you look like a pro!","Ny tsipika ambany: Vidio ity fakantsary ity, ary raha mbola tsy naka sary mendrika ianao teo aloha dia ho toy ny pro ianao!",1
They should have just re-released the original.,Tokony ho navoakan'izy ireo fotsiny ny tany am-boalohany.,0
"The gameplay is very, very good.",Ny lalao dia tena tsara.,1
GC is an amazingly difficult game!,GC dia lalao sarotra mahagaga!,1
But this CD is AWSOME!!!,Fa ity CD ity dia MAZAVA!!!,1
"He put into words my feelings when he said, ""I just want to love God"" to the three religious leaders (Catholic, Muslim, Hindu) when they asked him why he practiced all three religions.","Nolazainy tamin’ireo mpitondra fivavahana telo (katolika, silamo, hindoa) hoe: “Tiako fotsiny ny ho tia an’Andriamanitra” rehefa nanontany azy ny antony nanaovany an’ireo fivavahana telo ireo izy.",1
"But the AI that controls your troops in battle, responds to your commands, etc. is probably the best I have ever seen.","Fa ny AI izay mifehy ny miaramilanao amin'ny ady, mamaly ny baiko, sns. angamba no tsara indrindra hitako hatramin'izay.",1
Around the fourth time I saw this pattern I got disgusted.,Manodidina ny fanefatra aho nahita an'io lamina io dia naharikoriko ahy.,0
UNDEAD (2005) 0 * Arguably one of the worst films I've ever seen – nonsensical hodgepodge about a meteorite shower causing an Australian fishing village to become zombies with it's so-sure-of-itself-smugness incorporating (ok --- Stealing!,UNDEAD (2005) 0 * Azo inoana fa iray amin'ireo sarimihetsika ratsy indrindra hitako hatramin'izay – hodgepodge tsy misy dikany momba ny ranonorana meteorita izay nahatonga ny tanànan'ny mpanjono Aostraliana ho lasa zombie miaraka amin'ny fieboeboana tena azo antoka (ok --- Mangalatra!,0
I also noticed a marked slowdown on the machine with the active backup software monitoring in the background.,Tsikaritro ihany koa ny fihenan'ny milina miaraka amin'ny fanaraha-maso rindrambaiko backup mavitrika ao ambadika.,0
"If you loved Tranceport, don't spend your money on this CD. If you loved Bunkka, don't spend your money either.",Raha tia Tranceport ianao dia aza mandany ny volanao amin'ity CD ity. Raha tia an'i Bunkka ianao dia aza mandany ny volanao.,0
The only problem is how the pieces all fall into place relatively with little effort or dismay considering how her fiancée was killed and all and how they come to accept the flaky 'other woman' with barely a ruffle of feathers.,Ny hany olana dia ny fomba nidiran'ireo sombintsombiny tamin'ny toerany tsy dia nisy ezaka firy na fahasorenana raha jerena ny fomba namonoana ny fofombadiny sy ny rehetra ary ny fomba nanekeny ilay 'vehivavy hafa' tsy misy volom-borona.,0
"Score: 9.5/10 Play Time/Replayability - The good point about this is that you have four characters to complete the game with: each has to take a different path to complete their tasks, so the game will last quite a long time for even a good player.","Naoty: 9.5/10 Time Play/Replayability - Ny tsara amin'izany dia ny manana tarehin-tsoratra efatra hamitana ny lalao: tsy maintsy mandeha amin'ny lalana hafa ny tsirairay mba hamitana ny asany, ka haharitra ela ny lalao na dia mpilalao mahay aza.",1
Maybe next year or the version for the PS3 will be what Live gamers were expecting from a next generation title.,Angamba amin'ny taona ho avy na ny dikan-teny ho an'ny PS3 no nandrasan'ny mpilalao Live avy amin'ny anaram-boninahitra manaraka.,0
"Score: 5.5/10 Graphics- Not bad, in fact, I'd say they're pretty good.","Score: 5.5/10 Graphics- Tsy ratsy, raha ny marina, lazaiko fa tsara izy ireo.",1
...Cons: Gets very hot.,... Cons: Mafana be.,0
Exactly!,tena marina!,0
"It's almost like what if you took a bunch of stuff from other books- a world of demons, agents of light, vampires, goblins, knights, werewolves and mystical weapons of power, blended them all together and weaved the story around the template on ""how-to"" write an urban-fantasy novel.","Saika toy ny ahoana raha maka zavatra be dia be avy amin'ny boky hafa ianao - tontolon'ny demony, mpiasan'ny hazavana, vampira, goblins, knights, werewolves ary fitaovam-piadiana mystika, nampifangaro azy rehetra ary nanenona ny tantara manodidina ny môdely amin'ny ""fomba"" manoratra tantara an-tanàn-dehibe.",0
"What sets this game apart from previous installments is the way it ties Lara's past into the mix, allowing for a slowly unraveling plot to appear.","Ny mampiavaka an'ity lalao ity amin'ireo andiany teo aloha dia ny fomba famatorany ny lasan'i Lara ho ao anatin'ilay fifangaroana, ka ahafahana mipoitra tsikelikely ny teti-dratsy.",1
"If you like militaristic dnb and are unfamiliar with all of Dieselboy's other works, you'll love this album.","Raha tianao ny dnb militarista ary tsy mahazatra ny sanganasa hafa rehetra nataon'i Dieselboy, dia ho tianao ity rakikira ity.",1
Even Van Halen 3 is better than this.,Na ny Van Halen 3 aza dia tsara kokoa noho izany.,0
GET IT!,AZOKO!,1
I do not fault his writing style because it was quite an easy read and very accessible.,Tsy omeko tsiny ny fomba fanoratrany satria mora novakiana sy azo idirana.,1
"The tragedy is uninformed persons will read and repeat Frymire's errors, and as a result will confuse the whole subject area.","Ny loza dia ny olona tsy mahalala dia hamaky sy hamerina ny fahadisoan'i Frymire, ary vokatr'izany dia hampisafotofoto ny faritra manontolo.",0
9/10. Great Job!,9/10. Asa lehibe!,1
"Compared to some other games I played, it can rocks.","Raha ampitahaina amin'ny lalao hafa nolalaoviko, dia mety hikorontana izany.",1
The first thing I noticed was that Kathy can't keep a rhythm and you cannot properly execute most of the moves-so it was a bad idea to have her lead this video.,Ny zavatra voalohany tsikaritro dia ny hoe i Kathy dia tsy afaka mitazona gadona ary tsy afaka manao araka ny tokony ho izy ny ankamaroan'ny hetsika ianao - noho izany dia hevitra ratsy ny nanasa azy hitarika ity horonantsary ity.,0
"nice music, background beats...","mozika mahafinaritra, beats background...",1
If anything this is a crappy version of Halo 3 that comes with a Halo 3 multiplayer disk...,Raha misy na inona na inona dia dikan-teny ratsy amin'ny Halo 3 ity izay miaraka amin'ny kapila Multiplayer Halo 3 ...,0
The picture quality is also very good and the main reason I bought it was the upscaling to match my TV - very impressive.,Ny kalitaon'ny sary dia tena tsara ary ny antony lehibe nividianako azy dia ny fampiakarana mifanaraka amin'ny fahitako - tena mahavariana.,1
"Finally, relive the rich history surrounding WrestleMania and compete for championship glory through a host of match types including death-defying TLC matches or legendary Hell in a Cell match-ups.","Farany, avereno indray ny tantara manankarena manodidina an'i WrestleMania ary mifaninana amin'ny voninahitry ny tompondaka amin'ny alàlan'ny karazana lalao isan-karazany ao anatin'izany ny lalao TLC manohitra ny fahafatesana na ny lalaon'ny Helo ao anaty Cell.",1
They definitely improved the sound on the this game compared to banjo kazooie Value- worth every cent!!!,Tena nanatsara ny feo tamin'ity lalao ity izy ireo raha oharina amin'ny banjo kazooie Value- worth every cent!!!,1
Reading the introductions to numerous sub-characters that had no relation to the plot (if there was one)was painfully boring and took up a good part of the book.,Ny famakiana ireo teny fampidirana ireo zana-tsoratra maro izay tsy misy ifandraisany amin'ilay tantara (raha misy izany) dia mankaleo ary nandray ampahany tsara tamin'ilay boky.,0
"No such thing in WarCraft 3. Granted, each faction has similarities.",Tsy misy zavatra toy izany ao amin'ny WarCraft 3. Marina fa samy manana ny fitovizan'ny antoko tsirairay.,1
"The goal was to teach the reader, not impress them or bore them.","Ny tanjona dia ny hampianatra ny mpamaky, fa tsy hampiaiky volana azy ireo na hampahory azy ireo.",1
"SWIMMING UPSTREAM (2005) *** Geoffrey Rush, Judy Davis, Jesse Spencer, Tim Draxl, David Hoflin, Craig Horner, Brittany Byrnes, Deborah Kennedy, Mark Hembrow, Mitchell Dellevergin, Thomas Davidson, Kain O'Keefe, Robert Quinn, Keeara Byrnes. (Dir: Russell Mulcahy) Rush and Davis give bold performances in this true-life account of Aussie swimming champ Tony Fingleton.","SWIMMING UPSTREAM (2005) *** Geoffrey Rush, Judy Davis, Jesse Spencer, Tim Draxl, David Hoflin, Craig Horner, Brittany Byrnes, Deborah Kennedy, Mark Hembrow, Mitchell Dellevergin, Thomas Davidson, Kain O'Keefe, Robert Quinn, Keeara Byrnes. (Dir: Russell Mulcahy) Rush sy Davis dia nanao fampisehoana feno fahasahiana tamin'ity tantara tena niainan'i Tony Fingleton, tompondaka lomano Aussie ity.",1
It is really annoying how cheap this and some places take pure luck to beat.,Tena mahasosotra ny mora vidy ity ary ny toerana sasany dia maka vintana madiodio.,0
"While director Louis Leterrier attempts to give the old-school flick a 21st century CGI kick in the pants (and odes to Ray Harryhausen's original creatures featured particularly the gi-normous scorpion battle royale) the script by Travis Beacham, Phil Hay & Matt Manredi is stilted to the wooden proceedings at hand.","Raha ny talen'ny Louis Leterrier dia nanandrana nanome ilay sarimihetsika taloha tao amin'ny CGI tamin'ny taonjato faha-21 (ary ny odes ho an'ny zavaboary tany am-boalohany nataon'i Ray Harryhausen dia nasongadina indrindra ny royale ady maingoka goavam-be) ny script nataon'i Travis Beacham, Phil Hay & Matt Manredi dia miorim-paka amin'ny hetsika hazo eo am-pelatanana.",0
"Only Deucalion, Victor's first creation from the Mary Shelly novel that served as inspiration for this updating, is still played straight.","Ny Deucalion ihany, ny famoronana voalohany nataon'i Victor avy amin'ny tantara Mary Shelly izay nahatonga ny aingam-panahy ho an'ity fanavaozana ity, dia mbola nilalao mahitsy.",1
Every family should own a copy of this great CD!,Ny fianakaviana tsirairay dia tokony hanana dika mitovy amin'ity CD lehibe ity!,1
I am very impressed with the quality of the playback.,Tena talanjona aho tamin'ny kalitaon'ny playback.,1
The movements of all the characters are smooth and defined.,Ny fihetsiky ny endri-tsoratra rehetra dia malama sy voafaritra.,1
"That said, this album is very poor.",Voalaza fa tena mahantra ity rakikira ity.,0
"It also used the pleasantly Awful blue screen, where the backdrop...","Izy io koa dia nampiasa ny efijery manga mahafinaritra, izay misy ny lamosina ...",0
Had to get within 10 feet of a 14db gain antenna to have a consistent useable signal.,Tsy maintsy niditra tao anatin'ny 10 metatra amin'ny antenne 14db hahazoana mari-pamantarana azo ampiasaina tsy tapaka.,0
"The mouth physics on the dog work perfectly, the dog's body animations feel perfect.","Ny fizika vava amin'ny alika dia miasa tsara, ny sarimiaina amin'ny vatan'ny alika dia mahatsapa ho tonga lafatra.",1
"The only place I found this book lacking was in the ""spiritual content"" department.","Ny hany toerana hitako tsy ampy ity boky ity dia tao amin'ny sampana ""votoaty ara-panahy"".",0
"With a proper dictionary like Payne Smith's Compendious Syriac Dictionary there is little else you need for classical Syriac. Beginning with the script and pronunciation it advances through pronouns, nouns and verbs in a very orderly fashion.","Miaraka amin'ny rakibolana sahaza toy ny Diksionera Syriac Compendious an'i Payne Smith dia tsy misy zavatra hafa ilainao amin'ny Syriac klasika. Manomboka amin'ny soratra sy ny fanononana dia mandroso amin'ny alalan'ny mpisolo anarana, ny anarana ary ny matoanteny amin'ny fomba tena milamina.",1
"A surprisingly well-written screenplay by Steven Katz (SHADOW OF A VAMPIRE) and newbie Joe Gangemi, the dialogue rings true of the formulaic supernatural yet offers an intriguing premise interpolating Nietzchian thought (eternal recurrence) – the two were students in a philosophy class – and some fine moments of paranoia fueled anxiety for Blunt's heroine (is she in danger with this person or not), and although the 'ghost story' section feels a little rushed it works with the backdrop of the winter storm encroaching.","Sarimihetsika mahagaga nosoratan'i Steven Katz (SHADOW OF A VAMPIRE) sy Joe Gangemi vao haingana, ny fifanakalozan-kevitra dia marina momba ny supernatural formulaic nefa manolotra lohahevitra mahaliana mampifanditra ny eritreritra Nietzchian (fiverenan'ny mandrakizay) - mpianatra tao amin'ny kilasy filozofia izy roa - ary ny fotoana mahafinaritra ho an'ny paranoia tsy nampoizina ho an'ny mahery fo. ary na dia somary maimaika kely aza ny fizarana 'tantara matoatoa' dia miasa miaraka amin'ny tontolon'ny tafio-drivotra ririnina.",1
"You cannot access menus through use of the mouse, which is so counter intuitive that it screams fail.","Tsy afaka miditra amin'ny menus ianao amin'ny alàlan'ny fampiasana ny totozy, izay mifanohitra amin'ny intuitive ka tsy mahomby ny kiakiaka.",0
"Plus Ridley (who's name is all the information we get from him) is suddenly very unaware of how ""gifted"" he is, and is choosen out of the blue to save the universe.","Ankoatra izany, i Ridley (izay anarana rehetra azonay avy aminy) dia tsy mahafantatra ny maha ""fanomezana"" azy, ary voafantina avy amin'ny manga mba hamonjy izao rehetra izao.",0
"The whole ''the crystals are back thing'' sounded nice...except that you don't bother with crystals until disc 3! The characters were beyond cliche, beyond trite, they were flat, like cardboard cut outs, or movie extras.","Ilay hoe ""ny kristaly dia miverina indray"" dia tsara feo ... afa-tsy hoe tsy manelingelina ny kristaly ianao raha tsy amin'ny disc 3! Ny endri-tsoratra dia mihoatra noho ny cliche, mihoatra ny trite, fisaka izy ireo, toy ny baoritra tapaka, na sarimihetsika fanampiny.",0
Very expensive compared to others.,Lafo be raha oharina amin'ny hafa.,0
"Now, even so, this is a good camera.","Ankehitriny, na izany aza, fakantsary tsara ity.",1
Anyway I would advise you to never purchase this game unless you like making bad investments.,Na izany na tsy izany dia manoro hevitra anao aho mba tsy hividy ity lalao ity raha tsy te hanao fampiasam-bola ratsy ianao.,0
"but i've never been impressed with DM, in the slightest...","fa tsy mba nahavariana ahy mihitsy ny DM, na dia kely aza...",0
"The location of the flash is unfortunate in that it pops into left my hand as I try to shoot...the only other hand-hold would seem to be cupping the body from below, or shooting one-handed.","Mampalahelo ny toerana misy ny tselatra satria mipoitra eny ankaviako izy rehefa manandrana mitifitra aho ... ny hany tànana hafa dia toa mametaka ny vatana avy any ambany, na mitifitra tanana iray.",0
"Actually I hate to demean Homer. Well, lets hope there's someone out there that can bring Hollywood out of this quagmire of dull, over killed, underachieved and discombobulated pile of, what did I call it?","Raha ny marina dia tsy tiako ny manambany an'i Homer. Eny ary, manantena aho fa misy olona afaka hamoaka an'i Hollywood amin'ity valan-javaboahary manjavozavo, maty be, tsy nahomby ary mikorontana ity, inona no niantsoako azy?",0
I would take in excess of 100 (more even) shots without a recharge fully using the lcd screen.,Maka sary mihoatra ny 100 (mihoatra kokoa) aho tsy misy recharge tanteraka amin'ny fampiasana ny ecran lcd.,1
The book is disproportionally focused on single and multilayer feedforward networks.,Ny boky dia mifantoka amin'ny tambajotra tokana sy multilayer feedforward.,0
Another issue is the loss of the original design illustrations.,Ny olana iray hafa dia ny fahaverezan'ny fanoharana famolavolana tany am-boalohany.,0
Definitely recommend this to anyone looking to get a great LCD for a low price.,Tena manoro hevitra an'io ho an'izay mitady LCD lehibe amin'ny vidiny mora.,1
"Since he is a thief, why not make him more devious.","Satria mpangalatra izy, maninona raha ataony mamitaka kokoa.",0
This one is actually the worst and the most sensless movie I have ever gone to a theater for.,Ity no sarimihetsika ratsy indrindra sy tsy misy dikany indrindra izay nandehanako tany amin'ny teatra.,0
It's like listening to Santana perform and having the bassist playing about 20 feet behind them with his amp turned down really low.,Sahala amin'ny fihainoana an'i Santana manao fampisehoana sy ny filalaovana ny bassist eo amin'ny 20 metatra eo aorian'izy ireo miaraka amin'ny ampahefany midina ambany dia ambany.,0
"Koontz finds his footing in the final chapters, a Lovecraftian showdown between Frankenstein and his artificial creations inside a series of tunnels beneath a dump.","Koontz dia mahita ny diany ao amin'ny toko farany, fifandonana Lovecraftian teo amin'i Frankenstein sy ny zavaboariny artifisialy tao anatin'ny tonelina maromaro tao ambanin'ny fanariam-pako.",1
"As I read the other reviews on this site, I could not believe that the shallow characters and relationships in the book actually satisfied people's literary tastes and excited their emotions.","Rehefa namaky ny hevitra hafa tao amin'ity tranokala ity aho, dia tsy nino fa ireo toetra marivo sy fifandraisana ao amin'ilay boky dia nahafa-po ny fitiavan'ny olona ny literatiora ary nampientanentana ny fihetseham-pony.",0
"The whole mask and boiler siut thing also causes me no end of amusement, especially when they claim that it makes it more about the music, and not about their identities.","Ny saron-tava sy ny boiler siut rehetra dia mahatonga ahy tsy ho tapitra ny fialamboly, indrindra rehefa milaza izy ireo fa mahatonga azy io bebe kokoa momba ny mozika, fa tsy momba ny maha-izy azy.",0
"If Final Fantasy VII is considered the pinnacle of console RPGs, then Baldur's Gate is most definetely considered the pinnacle of computer RPGs. This is simply one of the best series of games ever made, and any RPG fan simply cannot afford to not play it (and since the whole series is available for a tenner, you don't exactly have an excuse not to do so!)","Raha ny Final Fantasy VII no heverina ho tampon'ny RPG console, dia ny vavahadin'i Baldur no tena heverina ho tampon'ny RPG solosaina. Ity dia iray amin'ireo andian-lalao tsara indrindra natao hatramin'izay, ary izay mpankafy RPG dia tsy afaka ny tsy hilalao izany (ary satria ny andiany iray manontolo dia azo alaina amin'ny tenner, tsy manana fialan-tsiny ianao tsy hanao izany!)",1
It even brackets.,Izy io aza dia mipetaka.,1
"And the ending scene on the train to me, i was thinking, ""that would never ever happen"".","Ary ny fiafaran'ny fiaran-dalamby tamiko, dia nieritreritra aho hoe ""tsy hitranga mihitsy izany"".",0
wat the hell !!! So it was a waste of time...,inona ny helo!!! Noho izany dia nandany fotoana...,0
We can't wait for Beethoven's Wig 3!,Tsy andrintsika ny Beethoven's Wig 3!,1
But if you want a decent ghost story on a secluded evening check this out.,Fa raha mila tantara matoatoa ianao amin'ny takariva mitokana dia jereo ity.,1
"There's just way to many characters crammed into this slim work (the story constantly shifts through multiple POV's), that I felt like I was missing half the novel, like it was incomplete.","Misy fomba fotsiny ho an'ny tarehin-tsoratra maro mifamatotra amin'ity asa manify ity (miova tsy tapaka amin'ny POV maro ny tantara), izay nahatsapako fa tsy ampy ny antsasaky ny tantara, toy ny tsy feno.",0
"I guess not!""","Heveriko fa tsy izany!""",0
"Princess Garnet (aka Dagger), in Square tradition, is the magic using chick that was born from some special summoner race, yatta yatta.","Ny Princess Garnet (aka Dagger), amin'ny fomban-drazana Square, dia ny majika mampiasa akoho izay teraka avy amin'ny hazakazaka manokana antsoina hoe yatta yatta.",0
On this one they're just depressed.,Amin'ity indray mitoraka ity dia ketraka fotsiny izy ireo.,0
"The game seems to play more simulation type of bball, but the numbers at the end of a game don't follow.","Toa milalao karazana bball kokoa ny lalao, saingy tsy manaraka ny isa amin'ny faran'ny lalao.",0
The second big thing is that it is arranged almost all a cappella.,Ny zava-dehibe faharoa dia ny hoe saika misy cappella avokoa.,1
"One day Keane sees a single mother and child (Ryan and Breslin, both excellent) arguing with the desk clerk over money and he ingratiates himself by offering her a hundred dollars to get her by (earlier he is shown in a near similar sequence) and Lynn and Kira invite him over the next night for a takeout dinner.","Indray andro i Keane dia nahita reny sy zanaka tokan-tena (Ryan sy Breslin, samy tena tsara) nifamaly tamin'ny mpiasan'ny birao momba ny vola ary nanelingelina ny tenany izy tamin'ny fanolorana vola zato ho azy (tamin'ny voalohany dia naseho tamin'ny filaharana mitovy aminy izy) ary i Lynn sy Kira dia nanasa azy ny alin'iny mba hisakafo hariva.",1
"When the the main character finally reaches something vaguely interesting, the discovery of an alien corridor, he takes a break from uncovering it to go have a day at the art museum and shopping with his girlfriend.","Rehefa tonga amin'ny zavatra mahaliana manjavozavo ihany ilay mpilalao fototra, ny fahitana lalantsara vahiny, dia naka aina izy tamin'ny famoahana izany mba handehanana any amin'ny tranombakoka zavakanto sy hiantsena miaraka amin'ny sipany.",0
"I have been playing for abt 4 hrs and all th SAVE POINT i get to use is ONLY 4.... Cos without the save pt, u cant save at all...",Efa nilalao nandritra ny 4 ora teo aho ary 4 IHANY ny SAVE POINT azoko ampiasaina.... Satria raha tsy misy ny save pt dia tsy afaka mitahiry mihitsy ianao...,0
Things I wasn't a fan of--the ending was to cutesy for my taste.,Zavatra tsy tiako - ny fiafarany dia mahafatifaty ho an'ny tsiroko.,0
Pros: The instructions were very helpful and easy to use.,Tombontsoa: Tena nanampy sy mora nampiasaina ny toromarika.,1
Another thing that doesn't help is the game's pace...it's sooooooo slow!,Ny hafa tsy manampy dia ny hafainganan'ny lalao...tena miadana be!,0
"So, she was teaching a ""chest circle"" but she was not doing one.","Noho izany, nampianatra ""boribory tratra"" izy fa tsy nanao izany.",0
Can you tell that I am upset?!?,Afaka milaza ve ianao fa tezitra aho?!?,0
look i bought this game one day and with in 2 days i had beaten it 3 times on the hardest difficulty.,jereo fa nividy ity lalao ity aho indray andro ary tao anatin'ny 2 andro dia nandresy azy in-3 aho tamin'ny fahasarotana mafy indrindra.,0
"I want more Diego!""","Mila an'i Diego bebe kokoa aho!""",0
As for Jeremy Irons... I don't really want to go there.,Raha ny momba an'i Jeremy Irons... tsy te-ho any aho.,0
The controls are sloppy and it is hard to be very accurate.,Ny fanaraha-maso dia diso ary sarotra ny ho marina.,0
The recording is wonderfully clean and complete with crystal clear feedback.,Ny fandraisam-peo dia tena madio sy feno miaraka amin'ny fanehoan-kevitra mazava.,1
My music find of the year - mesmerizing!,Ny mozika hitako amin'ny taona - mampitolagaga!,1
The map doesn't help one bit because all it does is highlight the hallway that you are in red and you have to decipher what doors go where.,Tsy manampy na dia kely aza ny sarintany satria ny hany ataony dia ny manasongadina ny lalantsara fa mena ianao ary tsy maintsy mamaritra izay varavarana mankany amin'ny toerana misy anao.,0
I won't be purchasing from 3ware again.,Tsy hividy amin'ny 3ware intsony aho.,0
"First I went to Radio Shack, they didn't have the kit, and had no adapter that would fit the camera.","Nandeha tany amin'ny Radio Shack aho aloha, tsy nanana ny kitapo izy ireo, ary tsy nanana adaptatera mety hifanaraka amin'ny fakantsary.",0
This game is a very dumbed down version of that game (which also features Naruto as a playable character) you only attack with ONE button making it a easy game to play.,Ity lalao ity dia dikan-teny tsy misy dikany amin'io lalao io (izay manasongadina an'i Naruto ihany koa ho toy ny toetra azo lalaovina) ianao dia manafika amin'ny bokotra IRAY ka mahatonga azy io ho lalao mora.,0
It has found a home in my purse.,Nahita trano tao anaty poketrako izy io.,1
"grainy photos, slow jerky movement.","sary grainy, mihetsika miadana.",0
I doubt the producers have ever been to it.,Misalasala aho fa efa nandalo an'io ny mpamokatra.,0
-The main reason I am getting rid of this phone is because of the charging/charger/battery.,-Ny tena antony hanesorana an'ity finday ity dia noho ny charging/charger/batterie.,0
"Also, did you hear of anyone called Orik or Hothgar in the movie?","Ary koa, naheno olona antsoina hoe Orik na Hothgar ve ianao tao amin'ilay sarimihetsika?",0
What easily could have been a waterlogged THE GREAT SANTINI the film achieves the unexpected: sympathy for a loser and new-found respect for a winner.,Inona no mora azo ho toy ny ranon-drano THE GREAT SANTINI ny sarimihetsika dia nahatratra ny tsy nampoizina: ny fiaraha-miory amin'ny resy sy ny fanajana vaovao ho an'ny mpandresy.,1
"After reading The Profitable Retailer, and listening to his ideas, he might just be ready to tackle retail world.","Rehefa avy namaky ny The Profit Retailer, ary nihaino ny heviny, dia mety ho vonona ny hiatrika ny tontolon'ny varotra izy.",1
Maps to big.,Maps ho lehibe.,0
"The better-than-average film is buoyed by excellent acting by its stars, with Brit Blunt employing an impeccable American accent and making her bitchy 'girl' (as she is only referred to at the credits' close) redeemably likable and Holmes' 'guy' switched back and forth from mensch to menace.","Ny sarimihetsika tsara kokoa noho ny salan'isa dia tohanan'ny fihetsika tsara nataon'ireo kintanany, miaraka amin'i Brit Blunt mampiasa lantom-peo amerikana tsy misy kilema ary mahatonga azy ho 'zazavavy' bitch (araka ny voalaza ao amin'ny akaiky ny credits) ho azo avotana ary ny 'lehilahy' Holmes dia nivezivezy avy tao amin'ny mensch ho fandrahonana.",1
To my surprise 'Who Keeps Changing Your Mind?',Gaga aho hoe 'Iza no Manova ny Sainao?',0
This is an extremely useful set of CDs for anyone who wishes to develop their spiritual meditative life.,Ity dia CD tena ilaina ho an'izay maniry hampivelatra ny fiainany misaintsaina ara-panahy.,1
"The bad - on my Windows XP machine, with not much software installed and generally well-maintained, the software failed to install the drivers properly.","Ny ratsy - amin'ny milina Windows XP-ko, tsy dia misy lozisialy napetraka ary voakarakara tsara amin'ny ankapobeny, tsy nahavita nametraka ireo mpamily araka ny tokony ho izy ny rindrambaiko.",0
"Surely you will look for more challenge, if you have played until the fourth year (I didn't) you should be bored by now.","Azo antoka fa hitady fanamby bebe kokoa ianao, raha nilalao hatramin'ny taona fahefatra (tsy nanao izany aho) dia tokony ho leo ianao izao.",0
The quality of this DVD is horrible and look like it was transfer from an Old VHS source.,Mahatsiravina ny kalitaon'ity DVD ity ary toa nafindra avy amin'ny loharano VHS taloha.,0
It is cool to blow big holes in the side of buildings.,Mangatsiaka ny mitsoka lavaka lehibe amin'ny sisin'ny tranobe.,1
"Compete in six different venues including SmackDown!, Raw and the ultimate extravaganza, WrestleMania.","Mifaninana amin'ny toerana enina samihafa ao anatin'izany ny SmackDown!, Raw ary ny extravaganza farany, WrestleMania.",1
STAY AWAY FROM TWO WORLDS...DON'T MAKE THE SAME MISTAKE I DID!!!,MIALA AZA Tontolo Roa...AZA MITOVY NY HETSIKA!!!,0
"A good idea done right by television standards, and well worth watching for free.","Hevitra tsara natao araka ny fenitra amin'ny fahitalavitra, ary mendrika hojerena maimaimpoana.",1
Why be so snarky towards such easy targets as the vegan starlet?,Fa maninona no saro-piaro amin'ny lasibatra mora toy ny vegan starlet?,0
Nostalgic Cut: White Bird (yup.,Nostalgic Cut: White Bird (yup.,1
